shift_id,shift,units_per_hour,defect_rate,meets_sla
175,A,450.84,0.032,1
176,C,263.0,0.4,0
177,C,280.09,0.364,1
178,D,92.19,0.328,0
179,B,494.29,0.16,1
180,D,415.37,0.47,1
181,C,423.02,0.113,1
182,D,325.24,0.147,1
183,C,180.03,0.266,0
184,B,105.76,0.44,0
185,A,144.81,0.284,0
186,D,468.88,0.269,1
187,C,403.36,0.017,1
188,C,231.62,0.488,0
189,C,381.54,0.333,1
190,D,119.87,0.344,0
191,D,406.03,0.015,1
192,C,294.83,0.045,1
193,D,441.62,0.18,1
194,D,291.76,0.344,1
195,B,412.15,0.406,1
196,C,235.87,0.042,0
197,B,480.84,0.499,1
198,B,319.35,0.214,1
199,C,257.41,0.134,0
200,D,40.94,0.373,0
201,D,474.47,0.376,1
202,B,53.72,0.247,0
203,B,212.81,0.462,0
204,B,320.68,0.325,1
205,B,184.39,0.147,0
206,A,89.98,0.054,0
207,C,341.89,0.478,1
208,A,303.84,0.076,1
209,C,365.4,0.319,1
210,B,409.76,0.091,1
211,B,144.11,0.184,0
212,B,316.52,0.293,1
213,C,467.29,0.322,1
214,C,230.66,0.369,0
215,C,396.02,0.312,1
216,A,227.27,0.111,0
217,A,305.37,0.322,1
218,D,200.27,0.157,0
219,C,335.74,0.003,1
220,D,364.05,0.331,1
221,B,220.81,0.117,0
222,D,460.16,0.189,1
223,D,252.99,0.322,0
224,D,104.72,0.29,0
225,B,259.2,0.121,0
226,C,170.49,0.286,0
227,C,475.08,0.455,1
228,D,364.57,0.436,1
229,D,141.92,0.197,0
230,D,125.11,0.044,0
231,B,164.81,0.453,0
232,D,291.28,0.454,1
233,D,352.56,0.046,1
234,B,416.82,0.233,1
235,D,496.41,0.475,1
236,D,65.51,0.201,0
237,C,41.49,0.251,0
238,D,373.71,0.071,1
239,A,51.89,0.001,0
240,C,117.14,0.411,0
241,C,456.05,0.42,1
242,C,286.36,0.025,1
243,C,24.96,0.301,0
244,C,23.5,0.032,0
245,A,404.53,0.39,1
246,C,262.44,0.479,0
247,B,406.74,0.433,1
248,D,99.68,0.183,0
249,B,461.27,0.026,1
250,B,97.9,0.061,0
251,A,470.45,0.455,1
252,B,366.62,0.04,1
253,C,375.65,0.067,1
254,B,368.54,0.314,1
255,B,291.8,0.023,1
256,C,170.81,0.237,0
257,B,202.6,0.187,0
258,A,416.46,0.364,1
259,D,263.83,0.477,0
260,B,248.97,0.11,0
261,D,140.68,0.036,0
262,B,150.12,0.251,0
263,D,478.16,0.226,1
264,B,374.36,0.118,1
265,C,186.08,0.387,0
266,C,428.51,0.254,1
267,A,493.02,0.163,1
268,A,494.93,0.333,1
269,B,423.0,0.3,1
270,D,393.07,0.127,1
271,C,238.32,0.312,0
272,B,369.72,0.206,1
273,D,415.55,0.112,1
274,D,149.86,0.324,0
275,A,161.16,0.221,0
276,D,385.88,0.132,1
277,B,448.38,0.047,1
278,B,356.38,0.348,1
279,A,188.96,0.007,0
280,B,439.95,0.034,1
281,A,195.92,0.011,0
282,C,56.01,0.103,0
283,D,496.6,0.35,1
284,B,360.71,0.33,1
285,C,121.56,0.362,0
286,A,235.35,0.012,0
287,D,189.59,0.114,0
288,B,257.62,0.264,0
289,D,475.04,0.307,1
290,A,21.57,0.47,0
291,B,79.26,0.435,0
292,B,456.94,0.086,1
293,B,491.13,0.032,1
294,D,429.05,0.127,1
295,A,155.87,0.254,0
296,B,104.93,0.127,0
297,C,86.43,0.482,0
298,A,398.12,0.294,1
299,B,358.25,0.234,1
300,D,255.35,0.358,0
301,A,76.87,0.215,0
302,D,199.72,0.06,0
303,C,272.71,0.032,1
304,D,186.62,0.383,0
305,D,83.19,0.097,0
306,B,360.85,0.248,1
307,A,131.23,0.398,0
308,B,447.09,0.271,1
309,D,498.77,0.026,1
310,D,491.0,0.33,1
311,C,77.76,0.129,0
312,B,70.06,0.231,0
313,B,116.84,0.144,0
314,C,179.76,0.029,0
315,A,26.24,0.234,0
316,D,172.24,0.288,0
317,B,99.87,0.104,0
318,D,335.24,0.314,1
319,A,327.52,0.144,1
320,D,15.98,0.325,0
321,A,13.38,0.007,0
322,D,62.77,0.065,0
323,C,430.78,0.489,1
324,C,303.5,0.056,1
325,A,54.13,0.162,0
326,B,364.16,0.481,1
327,B,399.89,0.463,1
328,A,353.01,0.054,1
329,B,83.8,0.428,0
330,C,136.74,0.474,0
331,B,281.21,0.2,1
332,C,401.5,0.368,1
333,C,281.77,0.262,1
334,A,110.02,0.071,0
335,C,151.46,0.016,0
336,D,420.35,0.296,1
337,B,132.72,0.199,0
338,A,311.53,0.076,1
339,C,390.19,0.106,1
340,D,94.4,0.489,0
341,C,254.82,0.137,0
342,D,241.99,0.418,0
343,B,308.94,0.164,1
344,D,42.32,0.211,0
345,C,238.53,0.431,0
346,B,206.5,0.24,0
347,A,89.96,0.131,0
348,A,337.39,0.098,1
349,B,150.8,0.376,0
350,C,36.69,0.282,0
351,C,416.58,0.031,1
352,D,170.97,0.158,0
353,C,218.39,0.352,0
354,D,217.06,0.006,0
355,A,355.98,0.048,1
356,B,494.54,0.481,1
357,D,180.69,0.324,0
358,B,409.89,0.313,1
359,D,189.4,0.427,0
360,D,148.48,0.172,0
361,D,278.04,0.412,1
362,D,388.14,0.352,1
363,C,165.75,0.122,0
364,D,30.58,0.256,0
365,A,173.96,0.463,0
366,D,461.37,0.181,1
367,B,474.26,0.471,1
368,C,204.6,0.077,0
369,B,101.55,0.124,0
370,A,386.16,0.105,1
371,B,157.47,0.447,0
372,C,126.98,0.143,0
373,B,387.24,0.048,1
374,A,327.16,0.106,1
375,C,239.45,0.144,0
376,D,386.67,0.189,1
377,C,215.48,0.006,0
378,C,423.83,0.371,1
379,A,272.99,0.164,1
380,C,327.83,0.401,1
381,B,166.67,0.417,0
382,B,283.45,0.476,1
383,B,178.19,0.04,0
384,C,474.55,0.248,1
385,C,278.46,0.48,1
386,B,310.44,0.047,1
387,D,25.22,0.465,0
388,B,392.05,0.447,1
389,C,487.0,0.216,1
390,C,380.42,0.096,1
391,A,262.55,0.48,0
392,C,328.24,0.024,1
393,A,75.79,0.341,0
394,A,124.92,0.047,0
395,B,280.7,0.302,1
396,C,16.42,0.271,0
397,A,162.03,0.392,0
398,A,416.66,0.35,1
399,A,24.1,0.125,0
400,D,88.74,0.149,0
401,D,271.6,0.418,0
402,B,495.0,0.05,1
403,B,217.56,0.291,0
404,B,146.13,0.204,0
405,A,287.59,0.06,1
406,C,411.11,0.083,1
407,B,284.84,0.081,1
408,B,422.7,0.227,1
409,C,337.76,0.177,1
410,B,318.94,0.357,1
411,C,260.49,0.288,0
412,A,148.23,0.312,0
413,D,249.97,0.182,0
414,D,302.24,0.149,1
415,D,125.61,0.182,0
416,B,209.03,0.061,0
417,C,181.08,0.371,0
418,C,173.7,0.376,0
419,D,212.46,0.469,0
420,A,39.9,0.116,0
421,C,320.61,0.439,1
422,C,261.3,0.336,0
423,A,260.77,0.357,0
424,A,461.53,0.453,1
425,D,366.98,0.062,1
426,A,299.03,0.326,1
427,A,250.94,0.142,0
428,C,432.68,0.499,1
429,B,395.62,0.458,1
430,C,54.76,0.053,0
431,D,192.31,0.411,0
432,C,318.62,0.073,1
433,D,370.06,0.136,1
434,A,228.63,0.132,0
435,B,83.75,0.436,0
436,D,400.25,0.185,1
437,B,132.99,0.017,0
438,A,346.17,0.025,1
439,B,30.87,0.247,0
440,A,453.39,0.296,1
441,C,151.81,0.354,0
442,D,375.85,0.057,1
443,B,352.34,0.393,1
444,D,175.48,0.141,0
445,D,479.52,0.259,1
446,C,233.13,0.441,0
447,D,278.51,0.418,1
448,C,18.32,0.048,0
449,A,19.36,0.41,0
450,B,356.58,0.248,1
451,C,142.82,0.204,0
452,A,450.19,0.44,1
453,D,482.13,0.314,1
454,C,98.76,0.12,0
455,B,434.07,0.041,1
456,B,318.36,0.09,1
457,A,394.39,0.209,1
458,D,190.35,0.132,0
459,A,30.24,0.24,0
460,A,470.88,0.382,1
461,C,401.71,0.253,1
462,B,340.65,0.161,1
463,A,93.64,0.287,0
464,C,99.89,0.063,0
465,D,415.79,0.193,1
466,B,348.97,0.218,1
467,D,62.57,0.392,0
468,A,246.62,0.208,0
469,D,207.24,0.382,0
470,C,273.3,0.424,1
471,C,97.89,0.341,0
472,A,141.51,0.449,0
473,C,201.96,0.429,0
474,A,92.15,0.072,0
475,B,201.99,0.204,0
476,A,168.08,0.377,0
477,D,495.31,0.352,1
478,A,80.92,0.414,0
479,A,459.53,0.495,1
480,C,288.88,0.359,1
481,D,305.12,0.272,1
482,C,305.44,0.383,1
483,A,88.31,0.493,0
484,D,434.15,0.342,1
485,A,180.87,0.024,0
486,D,238.6,0.434,0
487,D,83.72,0.152,0
488,D,29.72,0.138,0
489,B,55.33,0.2,0
490,B,77.87,0.451,0
491,D,447.98,0.35,1
492,D,498.54,0.481,1
493,A,350.58,0.369,1
494,C,487.09,0.214,1
495,D,443.3,0.157,1
496,C,470.6,0.488,1
497,C,264.28,0.142,0
498,A,454.65,0.372,1
499,C,30.88,0.114,0
500,D,93.21,0.433,0
501,C,391.51,0.394,1
502,C,72.01,0.125,0
503,C,435.23,0.199,1
504,C,258.34,0.165,0
505,D,147.6,0.196,0
506,B,329.4,0.169,1
507,A,464.68,0.398,1
508,B,176.74,0.228,0
509,A,74.42,0.37,0
510,C,47.68,0.07,0
511,B,114.13,0.08,0
512,D,40.72,0.218,0
513,B,354.75,0.095,1
514,D,292.77,0.153,1
515,A,321.65,0.09,1
516,A,360.76,0.182,1
517,A,429.26,0.169,1
518,D,151.31,0.208,0
519,C,440.61,0.114,1
520,C,101.25,0.06,0
521,B,209.44,0.466,0
522,A,379.82,0.305,1
523,A,83.11,0.345,0
524,C,21.41,0.106,0
525,A,82.47,0.133,0
526,D,427.29,0.242,1
527,D,247.62,0.115,0
528,D,75.24,0.41,0
529,B,488.38,0.131,1
530,B,229.15,0.171,0
531,C,340.09,0.015,1
532,C,478.42,0.45,1
533,C,233.5,0.463,0
534,D,312.16,0.122,1
535,B,119.22,0.341,0
536,B,337.36,0.295,1
537,D,454.27,0.256,1
538,A,333.79,0.247,1
539,C,277.34,0.024,1
540,C,438.17,0.186,1
541,D,278.99,0.35,1
542,D,161.95,0.353,0
543,A,469.17,0.053,1
544,C,283.97,0.229,1
545,C,407.09,0.183,1
546,B,144.08,0.325,0
547,C,249.27,0.076,0
548,A,46.7,0.066,0
549,D,496.79,0.255,1
550,D,352.22,0.041,1
551,D,393.6,0.076,1
552,D,466.1,0.244,1
553,D,270.44,0.41,0
554,A,426.17,0.069,1
555,D,167.26,0.425,0
556,A,450.07,0.177,1
557,C,149.86,0.355,0
558,B,449.02,0.475,1
559,B,79.16,0.135,0
560,C,201.61,0.333,0
561,D,456.68,0.157,1
562,C,395.04,0.275,1
563,D,414.96,0.21,1
564,B,37.47,0.485,0
565,B,474.47,0.351,1
566,A,270.96,0.342,0
567,C,466.77,0.224,1
568,A,89.17,0.197,0
569,D,33.84,0.25,0
570,D,181.64,0.29,0
571,A,329.53,0.144,1
572,C,330.31,0.461,1
573,C,357.5,0.215,1
574,B,363.6,0.025,1
575,D,322.66,0.214,1
576,D,247.04,0.119,0
577,C,353.78,0.281,1
578,D,425.76,0.372,1
579,D,173.72,0.05,0
580,B,288.19,0.456,1
581,C,221.16,0.148,0
582,D,146.34,0.124,0
583,B,171.64,0.292,0
584,D,266.21,0.325,0
585,B,407.83,0.403,1
586,B,413.55,0.314,1
587,B,409.17,0.206,1
588,A,36.84,0.118,0
589,A,373.46,0.302,1
590,C,303.85,0.046,1
591,D,393.11,0.005,1
592,B,10.86,0.438,0
593,C,336.61,0.024,1
594,A,304.32,0.064,1
595,C,80.17,0.128,0
596,A,378.21,0.186,1
597,A,275.48,0.107,1
598,C,112.42,0.451,0
599,A,433.45,0.04,1
600,A,342.72,0.104,1
601,A,208.59,0.204,0
602,D,160.73,0.32,0
603,A,328.52,0.381,1
604,B,10.35,0.323,0
605,B,67.18,0.384,0
606,B,288.05,0.025,1
607,C,478.52,0.397,1
608,C,367.13,0.128,1
609,D,124.66,0.16,0
610,D,82.97,0.379,0
611,D,376.68,0.176,1
612,B,175.18,0.187,0
613,D,50.71,0.163,0
614,C,245.57,0.081,0
615,D,352.36,0.037,1
616,B,303.75,0.46,1
617,C,405.79,0.26,1
618,C,473.19,0.092,1
619,D,246.83,0.015,0
620,B,227.86,0.153,0
621,D,295.32,0.004,1
622,D,36.08,0.38,0
623,A,175.18,0.176,0
624,A,321.9,0.353,1
625,A,306.72,0.054,1
626,C,326.65,0.292,1
627,D,250.92,0.276,0
628,A,197.45,0.019,0
629,D,17.73,0.452,0
630,D,85.15,0.238,0
631,A,182.97,0.414,0
632,B,84.55,0.119,0
633,D,352.7,0.435,1
634,B,187.52,0.203,0
635,D,50.68,0.443,0
636,B,197.87,0.451,0
637,D,257.16,0.247,0
638,A,53.67,0.361,0
639,B,12.72,0.296,0
640,A,492.73,0.026,1
641,D,174.21,0.325,0
642,B,45.75,0.309,0
643,D,202.89,0.122,0
644,D,166.43,0.175,0
645,C,365.26,0.228,1
646,C,61.28,0.399,0
647,B,194.69,0.263,0
648,B,33.74,0.488,0
649,D,15.74,0.008,0
650,A,180.74,0.232,0
651,D,68.0,0.196,0
652,C,457.01,0.215,1
653,B,13.0,0.036,0
654,D,122.17,0.094,0
655,A,472.69,0.127,1
656,D,350.55,0.469,1
657,C,159.39,0.146,0
658,A,195.33,0.318,0
659,D,123.51,0.141,0
660,A,204.43,0.422,0
661,A,448.33,0.11,1
662,C,166.62,0.132,0
663,A,361.94,0.281,1
664,D,172.1,0.248,0
665,A,391.7,0.221,1
666,C,446.62,0.403,1
667,D,150.47,0.076,0
668,D,380.28,0.436,1
669,B,171.87,0.069,0
670,D,258.02,0.431,0
671,C,97.62,0.216,0
672,D,105.34,0.035,0
673,B,388.39,0.246,1
674,A,144.68,0.275,0
675,D,183.78,0.068,0
676,B,108.81,0.088,0
677,C,77.63,0.076,0
678,C,356.79,0.062,1
679,C,493.77,0.288,1
680,D,245.64,0.289,0
681,B,171.56,0.404,0
682,C,351.63,0.146,1
683,A,455.94,0.036,1
684,D,57.57,0.109,0
685,B,260.58,0.081,0
686,D,183.85,0.24,0
687,C,130.13,0.048,0
688,C,20.04,0.336,0
689,B,84.2,0.436,0
690,B,245.91,0.373,0
691,A,493.53,0.182,1
692,A,172.23,0.007,0
693,B,153.51,0.196,0
694,B,278.17,0.351,1
695,A,400.17,0.089,1
696,A,388.09,0.074,1
697,D,333.68,0.04,1
698,B,60.44,0.469,0
699,C,265.81,0.293,0
700,B,436.13,0.094,1
701,B,16.95,0.021,0
702,A,442.96,0.087,1
703,A,46.73,0.307,0
704,D,118.81,0.414,0
705,C,392.12,0.287,1
706,C,264.87,0.281,0
707,C,306.71,0.318,1
708,D,324.35,0.211,1
709,A,17.69,0.149,0
710,D,342.66,0.295,1
711,C,267.13,0.061,0
712,C,78.35,0.205,0
713,B,19.93,0.019,0
714,C,395.83,0.345,1
715,D,119.58,0.021,0
716,D,180.99,0.395,0
717,B,13.5,0.085,0
718,A,180.67,0.369,0
719,B,440.18,0.199,1
720,B,273.51,0.129,1
721,A,363.87,0.194,1
722,D,164.91,0.48,0
723,C,35.21,0.235,0
724,D,59.48,0.249,0
725,D,384.74,0.235,1
726,A,396.67,0.436,1
727,C,117.67,0.322,0
728,D,266.73,0.484,0
729,A,278.87,0.059,1
730,B,163.75,0.162,0
731,C,185.35,0.243,0
732,C,363.54,0.067,1
733,D,388.41,0.344,1
734,A,47.81,0.006,0
735,C,183.53,0.338,0
736,A,11.17,0.214,0
737,C,133.87,0.352,0
738,D,214.68,0.054,0
739,C,114.14,0.254,0
740,C,100.09,0.495,0
741,D,11.78,0.387,0
742,A,58.36,0.144,0
743,D,21.33,0.179,0
744,D,68.42,0.305,0
745,A,210.38,0.28,0
746,C,84.89,0.121,0
747,C,88.81,0.047,0
748,D,65.93,0.374,0
749,C,184.89,0.241,0
750,D,143.12,0.104,0
751,B,323.12,0.448,1
752,D,463.28,0.355,1
753,A,480.0,0.045,1
754,B,239.55,0.5,0
755,D,180.31,0.038,0
756,C,45.26,0.409,0
757,B,263.99,0.424,0
758,D,114.76,0.236,0
759,B,277.56,0.172,1
760,B,350.17,0.254,1
761,A,39.53,0.104,0
762,D,80.21,0.079,0
763,B,150.65,0.248,0
764,B,238.54,0.141,0
765,C,96.55,0.432,0
766,B,277.7,0.422,1
767,A,131.46,0.446,0
768,A,67.81,0.255,0
769,B,338.43,0.192,1
770,C,121.42,0.175,0
771,A,77.89,0.188,0
772,D,329.67,0.263,1
773,C,238.83,0.26,0
774,A,183.55,0.016,0
775,D,98.61,0.391,0
776,C,264.16,0.315,0
777,C,428.51,0.053,1
778,C,93.31,0.32,0
779,B,138.29,0.428,0
780,C,27.74,0.327,0
781,C,424.97,0.22,1
782,D,169.66,0.119,0
783,D,480.42,0.206,1
784,C,37.68,0.389,0
785,A,301.1,0.309,1
786,B,120.15,0.323,0
787,B,90.01,0.489,0
788,A,256.52,0.342,0
789,C,189.56,0.454,0
790,C,42.31,0.11,0
791,A,260.98,0.06,0
792,B,112.37,0.134,0
793,B,204.32,0.05,0
794,D,403.93,0.067,1
795,A,416.32,0.454,1
796,C,121.45,0.012,0
797,D,429.17,0.04,1
798,A,54.23,0.326,0
799,B,370.25,0.454,1
800,B,381.61,0.372,1
801,B,439.65,0.373,1
802,A,74.94,0.367,0
803,C,280.7,0.061,1
804,A,126.62,0.155,0
805,A,350.99,0.011,1
806,B,33.66,0.493,0
807,A,207.22,0.179,0
808,C,192.9,0.345,0
809,A,219.84,0.486,0
810,D,324.63,0.101,1
811,A,376.65,0.273,1
812,A,435.77,0.124,1
813,D,16.21,0.291,0
814,B,239.83,0.109,0
815,B,142.36,0.386,0
816,A,295.46,0.046,1
817,B,96.9,0.103,0
818,B,266.04,0.019,0
819,A,263.79,0.068,0
820,A,267.37,0.271,0
821,C,294.6,0.411,1
822,A,86.5,0.295,0
823,D,420.62,0.478,1
824,A,58.03,0.354,0
825,B,152.69,0.297,0
826,A,448.44,0.238,1
827,D,60.52,0.112,0
828,C,136.57,0.337,0
829,C,71.06,0.48,0
830,B,22.85,0.364,0
831,D,300.93,0.312,1
832,D,375.87,0.014,1
833,A,61.38,0.417,0
834,D,334.98,0.277,1
835,B,472.35,0.374,1
836,D,132.07,0.123,0
837,B,175.08,0.234,0
838,C,122.68,0.469,0
839,A,461.91,0.463,1
840,B,212.25,0.227,0
841,D,431.99,0.139,1
842,C,411.51,0.395,1
843,C,202.26,0.43,0
844,C,372.37,0.014,1
845,C,287.74,0.114,1
846,D,110.31,0.031,0
847,B,269.8,0.424,0
848,B,254.49,0.229,0
849,C,142.49,0.063,0
850,C,404.79,0.303,1
851,A,441.86,0.32,1
852,D,157.68,0.386,0
853,D,248.22,0.317,0
854,C,206.92,0.364,0
855,D,387.33,0.058,1
856,C,463.51,0.221,1
857,C,492.46,0.035,1
858,B,291.53,0.197,1
859,B,476.98,0.079,1
860,B,130.07,0.152,0
861,B,392.04,0.302,1
862,C,33.12,0.464,0
863,A,122.96,0.418,0
864,A,278.42,0.207,1
865,D,184.49,0.261,0
866,B,409.61,0.342,1
867,C,313.81,0.08,1
868,B,309.41,0.213,1
869,C,475.14,0.185,1
870,C,105.86,0.13,0
871,B,141.08,0.428,0
872,D,318.24,0.345,1
873,C,409.29,0.351,1
874,A,400.25,0.3,1
875,B,261.54,0.395,0
876,B,483.99,0.092,1
877,B,188.14,0.49,0
878,A,11.8,0.091,0
879,A,373.24,0.24,1
880,C,82.88,0.128,0
881,C,441.23,0.485,1
882,A,384.32,0.015,1
883,B,207.19,0.303,0
884,B,424.89,0.044,1
885,A,215.78,0.448,0
886,C,277.42,0.061,1
887,D,31.51,0.05,0
888,D,447.29,0.369,1
889,B,231.68,0.28,0
890,B,383.98,0.009,1
891,C,492.01,0.065,1
892,A,259.24,0.068,0
893,A,217.36,0.442,0
894,B,407.45,0.008,1
895,C,421.44,0.014,1
896,B,120.24,0.318,0
897,D,310.96,0.008,1
898,C,151.64,0.472,0
899,D,100.45,0.179,0
900,D,441.27,0.31,1
901,C,384.34,0.233,1
902,D,350.71,0.077,1
903,D,412.75,0.406,1
904,D,483.76,0.431,1
905,B,276.16,0.118,1
906,D,470.49,0.234,1
907,A,199.44,0.029,0
908,B,499.55,0.03,1
909,D,352.48,0.211,1
910,B,107.72,0.092,0
911,A,80.62,0.117,0
912,B,268.31,0.097,0
913,A,97.78,0.159,0
914,B,435.75,0.495,1
915,D,142.99,0.49,0
916,C,118.08,0.27,0
917,C,109.73,0.459,0
918,C,352.87,0.387,1
919,A,205.43,0.219,0
920,A,83.07,0.064,0
921,C,129.49,0.191,0
922,D,345.82,0.028,1
923,B,14.16,0.428,0
924,D,238.98,0.003,0
925,B,137.05,0.393,0
926,A,243.26,0.122,0
927,A,142.85,0.399,0
928,C,275.39,0.229,1
929,B,372.88,0.163,1
930,D,475.14,0.408,1
931,D,228.98,0.196,0
932,B,121.24,0.077,0
933,A,267.81,0.094,0
934,A,448.6,0.115,1
935,A,427.83,0.025,1
936,C,111.11,0.235,0
937,C,227.27,0.381,0
938,B,387.36,0.182,1
939,A,488.85,0.291,1
940,C,83.18,0.137,0
941,A,206.92,0.335,0
942,A,159.32,0.253,0
943,A,457.14,0.263,1
944,D,17.98,0.01,0
945,D,58.85,0.281,0
946,A,368.96,0.226,1
947,C,284.12,0.294,1
948,C,205.85,0.287,0
949,A,82.31,0.338,0
950,A,351.45,0.251,1
951,A,243.26,0.417,0
952,D,56.56,0.198,0
953,A,45.54,0.38,0
954,A,134.62,0.343,0
955,C,212.19,0.217,0
956,C,190.74,0.245,0
957,D,417.01,0.445,1
958,B,241.73,0.412,0
959,C,395.81,0.484,1
960,B,442.3,0.144,1
961,C,328.24,0.062,1
962,C,421.78,0.483,1
963,C,175.65,0.21,0
964,D,367.13,0.394,1
965,B,27.95,0.335,0
966,C,337.42,0.297,1
967,B,484.96,0.246,1
968,D,106.39,0.031,0
969,D,445.22,0.153,1
970,D,316.27,0.266,1
971,C,330.61,0.417,1
972,B,44.96,0.427,0
973,B,232.63,0.282,0
974,D,436.48,0.275,1
975,A,483.99,0.271,1
976,C,112.4,0.38,0
977,B,82.3,0.313,0
978,B,387.8,0.021,1
979,D,152.17,0.046,0
980,D,261.81,0.399,0
981,D,228.57,0.401,0
982,C,346.68,0.43,1
983,A,106.66,0.257,0
984,A,372.63,0.245,1
985,D,462.73,0.262,1
986,D,465.11,0.152,1
987,C,188.77,0.468,0
988,B,366.53,0.379,1
989,B,379.99,0.199,1
990,D,409.56,0.444,1
991,D,297.49,0.046,1
992,D,17.94,0.013,0
993,B,22.42,0.354,0
994,B,194.69,0.136,0
995,A,221.45,0.187,0
996,A,461.93,0.054,1
